Metadata_treatment	Metadata_dose	Metadata_Nuclei_Location_Center_X	Metadata_Nuclei_Location_Center_Y	Metadata_Plate	Metadata_Well	Metadata_Site	Metadata_ZSlice	UMAP0	UMAP1
Everolimus	1	925.5123768628441	322.86903258398587	NF0014	G4	2	ZS036	10.528905	3.2331438
Imatinib	1	603.8711549622751	500.7690075449797	NF0014	D6	2	ZS030	12.287466	3.2838643
Ketotifen	1	533.3774834437086	104.80794701986756	NF0014	C7	1	ZS024	11.249818	-1.1373115
DMSO	1	615.8053117263111	269.17960837272113	NF0014	E4	1	ZS048	12.930856	0.85192555
Digoxin	1	512.2937062937064	419.06293706293707	NF0014	D2	1	ZS026	11.934828	-0.65161276
Mirdametinib	1	783.153605015674	1328.885579937304	NF0014	E8	2	ZS064	11.906224	0.2972078
DMSO	1	543.1091980766248	918.3331782224291	NF0014	F4	1	ZS042	11.96472	2.0919714
Nilotinib	1	936.3106244931063	1088.4658015679913	NF0014	F6	2	ZS060	9.034607	0.40390864
Cabozantinib	1	598.1061396967438	799.8013919960229	NF0014	E7	2	ZS028	10.549992	3.7133443
DMSO	1	999.9839735747493	823.9210912649866	NF0014	D4	1	ZS058	12.065598	2.4202993
Cabozantinib	1	687.7804347826087	771.5115089514067	NF0014	D7	1	ZS046	10.665006	3.03888
Cabozantinib	1	840.1071428571429	534.780612244898	NF0014	D7	1	ZS046	12.992832	-0.2900041
Fimepinostat	1	575.917695473251	747.119341563786	NF0014	D5	2	ZS016	12.095132	-0.9749325
DMSO	1	641.0135296934866	1051.4985632183907	NF0014	C4	1	ZS044	13.991331	2.0382295
Fimepinostat	1	555.8984485190409	1247.6107193229902	NF0014	D5	2	ZS016	12.528515	-0.6030377
Digoxin	1	455.6333333333333	359.6166666666667	NF0014	D2	1	ZS026	11.113191	-0.82419676
Cabozantinib	1	909.4481576692374	851.6229648671808	NF0014	E7	2	ZS028	12.7827015	2.0886374
Ketotifen	1	449.6605173876166	1001.8057675996607	NF0014	G6	2	ZS024	9.61799	0.19962597
Fimepinostat	1	434.8400281888654	1204.3114869626497	NF0014	E5	2	ZS010	9.575497	2.166173
Nilotinib	1	698.4304536043667	860.8979860718991	NF0014	F6	1	ZS044	10.49777	2.40717
Onalespib	1	737.9007383100902	499.6800656275636	NF0014	C3	1	ZS032	10.127662	0.40868473
Linsitinib	1	913.4716532553036	996.1748354059986	NF0014	G3	1	ZS044	8.888881	1.1943811
Binimetinib	10	565.4903460381144	484.44972417251756	NF0014	C8	1	ZS026	11.338569	5.7401204
DMSO	1	704.2715412621359	328.6747572815534	NF0014	C4	2	ZS032	13.858551	2.5301836
Nilotinib	1	852.6037173015145	637.8600275355668	NF0014	E6	1	ZS054	13.486447	3.39971
Rapamycin	1	926.3687998443883	966.4666407313753	NF0014	G5	1	ZS022	9.935229	1.6811608
Staurosporine	10	332.31314741035857	583.5402390438247	NF0014	C11	1	ZS030	9.712107	0.8500329
Selumetinib	1	708.4270980788675	1050.0232558139535	NF0014	D11	2	ZS060	10.372809	3.8787796
Cabozantinib	1	865.4461327857632	385.95277207392195	NF0014	D7	2	ZS022	9.718739	2.0713751
Binimetinib	10	845.8986079759218	606.7368322046651	NF0014	D8	2	ZS032	11.305762	5.750621
Linsitinib	1	694.9401289530242	998.8148603008904	NF0014	G3	1	ZS044	12.042497	0.37537763
DMSO	1	566.9190795296498	845.9993678088254	NF0014	F4	1	ZS042	14.106534	1.7174335
Binimetinib	10	1286.1075268817203	1345.8897849462367	NF0014	C8	1	ZS026	11.297384	3.8659117
DMSO	1	780.3499667332003	1097.1390552228875	NF0014	D9	2	ZS052	13.809673	2.7030687
Mirdametinib	1	812.6466327329679	1080.8208692247456	NF0014	E8	2	ZS064	11.143162	0.97835916
Everolimus	1	802.4599693545298	601.6464278873779	NF0014	G4	1	ZS024	10.497817	3.1922255
Fimepinostat	1	934.3280632411067	979.2687747035573	NF0014	D5	2	ZS016	11.256067	0.21905887
Selumetinib	1	887.5928095334276	991.1363360937185	NF0014	G10	1	ZS054	12.698229	3.0560207
Onalespib	1	1081.6694692590647	778.7125591171834	NF0014	C3	1	ZS032	9.105754	0.33372214
Rapamycin	1	482.61964063333926	693.7048567870486	NF0014	F5	1	ZS042	11.1554985	2.8980496
Binimetinib	10	837.0637254901961	503.14950980392155	NF0014	D8	1	ZS034	12.811181	1.8227414
Onalespib	1	348.6757927910183	949.7925940516053	NF0014	C3	1	ZS032	11.6051235	0.56100684
Staurosporine	10	864.2712550607288	633.6801619433198	NF0014	C2	2	ZS006	8.082368	4.086321
Binimetinib	10	848.669806724054	665.2819554978074	NF0014	C8	2	ZS030	10.663879	4.477929
Linsitinib	1	892.9334849346219	1084.2370665150654	NF0014	G3	1	ZS044	8.66178	-0.16360292
Binimetinib	1	1044.5640299750207	986.2634471273939	NF0014	F7	2	ZS040	10.43621	1.4871086
DMSO	1	774.7326203208556	609.6648841354723	NF0014	D9	3	ZS050	13.48843	3.5038278
Copanlisib	1	881.0050968399593	898.4846075433231	NF0014	E3	2	ZS030	11.361785	5.7940116
Linsitinib	1	819.5474303247252	1035.0162362567119	NF0014	G3	1	ZS044	8.708586	0.57816505
Trametinib	10	783.4849315068493	809.8586301369863	NF0014	F10	1	ZS048	9.023606	2.8777912
Staurosporine	10	731.4071174377224	630.4135231316726	NF0014	C11	2	ZS024	10.1592655	2.6653662
Mirdametinib	10	875.83591160221	736.1044198895028	NF0014	C9	2	ZS030	10.756884	4.8874674
Selumetinib	10	879.1650459571067	724.4854136139603	NF0014	F11	3	ZS028	10.136763	1.6567839
Binimetinib	10	917.9799815214044	1024.4742839544194	NF0014	C8	2	ZS030	10.00882	-0.0063812435
Mirdametinib	10	1087.0954198473282	947.5849236641221	NF0014	C9	1	ZS032	11.853682	3.9392715
Nilotinib	1	524.5	476.06976744186045	NF0014	E6	2	ZS020	11.05203	-1.1548599
Binimetinib	10	620.2517730496454	409.42907801418437	NF0014	C8	1	ZS026	11.376345	5.4556336
Cabozantinib	1	712.3558139534883	693.853488372093	NF0014	E7	1	ZS012	8.952737	0.4244209
DMSO	1	1053.0537084398977	560.6934599926927	NF0014	F4	2	ZS060	11.31686	0.97067827
Fimepinostat	1	677.3317107093185	793.1717663421418	NF0014	D5	2	ZS016	10.246506	0.12527396
DMSO	1	756.8392732354996	762.664769891185	NF0014	E4	2	ZS038	11.149762	1.4391838
Trametinib	10	55.23939393939394	244.42	NF0014	F10	1	ZS048	8.0907755	3.4973805
Everolimus	1	679.6153846153846	1068.326923076923	NF0014	G4	2	ZS036	12.868958	-1.2564758
DMSO	1	1005.7339731285989	471.4015355086372	NF0014	C4	1	ZS044	12.994362	0.012913478
Nilotinib	1	617.3332402234637	769.8854748603352	NF0014	E6	1	ZS054	11.287705	1.3483237
DMSO	1	787.6185567010309	425.21649484536084	NF0014	F4	1	ZS042	11.259265	-0.9062436
Fimepinostat	1	848.1019274746815	719.9245344658608	NF0014	E5	1	ZS008	9.810871	1.7960051
Ketotifen	1	433.4023688953738	961.0853145652734	NF0014	C7	1	ZS024	12.231481	1.8207346
DMSO	1	893.9228138739619	700.815990880964	NF0014	E4	1	ZS048	10.745788	1.4951502
Linsitinib	1	618.3327217125383	1070.8986748216107	NF0014	G3	1	ZS044	8.8961735	-0.5441663
DMSO	1	783.7673240208162	1088.8877019994522	NF0014	E4	1	ZS048	12.33901	2.8525412
Digoxin	1	996.04	756.6181818181818	NF0014	D2	2	ZS014	9.854978	0.07890399
Mirdametinib	1	671.0185360869882	553.3531343501423	NF0014	F8	2	ZS046	10.5945	3.5507984
Cabozantinib	1	465.2028869286287	632.4410585404972	NF0014	D7	1	ZS046	12.9306555	3.2165217
Nilotinib	1	546.8780692902792	674.4808274470232	NF0014	E6	1	ZS054	12.883711	3.2186186
Fimepinostat	1	610.0909090909091	742.5340909090909	NF0014	D5	2	ZS016	11.291846	-0.7028329
Imatinib	1	885.2015541525012	1097.3212724623604	NF0014	D6	1	ZS046	13.047191	1.08621
DMSO	1	296.49125221151957	536.885197562414	NF0014	D9	1	ZS048	9.296976	1.5001899
Selumetinib	1	948.3263114415531	1064.6658405617513	NF0014	D11	2	ZS060	11.420845	3.3023589
Staurosporine	10	424.49906425452275	595.349968808484	NF0014	C11	1	ZS030	9.764304	-0.5232071
Everolimus	1	856.445704317488	214.91321412996075	NF0014	G4	2	ZS036	9.071425	0.014160468
DMSO	1	873.954945624029	856.3394614189539	NF0014	E4	1	ZS048	13.810905	1.7554895
Selumetinib	1	796.1840349287421	1160.0379767690913	NF0014	D11	2	ZS060	14.318473	1.9187483
Selumetinib	10	1058.8394837476098	934.9621414913958	NF0014	F11	1	ZS056	13.465926	1.6129007
Selumetinib	10	927.1444579043005	1258.8540278619018	NF0014	E11	2	ZS026	9.230953	0.5933762
Ketotifen	1	504.6436704621567	1207.0535833891493	NF0014	G6	2	ZS024	9.085204	-0.82957035
Nilotinib	1	1066.4850299401198	1110.9745508982037	NF0014	F6	1	ZS044	12.946146	-0.34605733
DMSO	1	815.7276422764228	738.8739837398374	NF0014	F4	1	ZS042	11.998907	0.97049195
Nilotinib	1	1109.1432873856133	663.5241515116413	NF0014	F6	1	ZS044	13.51156	2.126933
DMSO	1	483.41101694915255	60.49576271186441	NF0014	E4	1	ZS048	12.861228	-0.16722515
Everolimus	1	790.1613369467028	466.2644986449865	NF0014	C5	1	ZS052	13.924229	2.1665652
Digoxin	1	1010.6440677966102	514.3728813559322	NF0014	E2	1	ZS024	11.334179	-1.1828837
Trametinib	1	736.397108433735	856.6121445783133	NF0014	C10	1	ZS044	11.126076	3.6084101
DMSO	1	1528.310924369748	961.8259303721488	NF0014	E4	1	ZS048	10.684471	1.642536
Everolimus	1	890.79424742605	391.66383395979733	NF0014	G4	2	ZS036	14.289373	2.6093833
Nilotinib	1	880.8323311424975	1026.6614459516152	NF0014	F6	2	ZS060	10.829366	0.31707177
Linsitinib	1	399.77604903347475	137.75341819896275	NF0014	F3	1	ZS042	9.85043	0.33239782
DMSO	1	894.8545494313211	964.0125765529309	NF0014	G9	1	ZS048	13.064903	2.0619628
Imatinib	1	864.1317829457364	616.4418604651163	NF0014	D6	1	ZS046	13.187844	2.9022548
DMSO	1	691.3478215333054	1070.36866359447	NF0014	F4	2	ZS060	10.857727	2.9507
Binimetinib	10	849.4616639477977	463.47716150081567	NF0014	D8	1	ZS034	10.805711	2.1280863
DMSO	1	559.3840230991337	277.13474494706446	NF0014	F9	1	ZS014	10.564878	0.71657914
DMSO	1	894.5498763396538	595.285243198681	NF0014	G9	1	ZS048	11.811119	3.4655917
Digoxin	1	486.76190476190476	413.81904761904764	NF0014	D2	1	ZS026	12.021547	-0.7090978
Trametinib	1	653.3167559296098	727.0218821729151	NF0014	D10	2	ZS042	11.194863	3.5729122
Everolimus	1	743.3723831373674	668.6038141669056	NF0014	C5	1	ZS052	13.540586	1.5933408
DMSO	1	522.6602215719064	730.6988921404683	NF0014	F9	1	ZS014	8.89974	1.6526015
Mirdametinib	1	781.1466068271454	350.5608595131239	NF0014	E8	2	ZS064	11.05381	3.1592624
Ketotifen	1	723.9036046982584	245.72255974078575	NF0014	G6	2	ZS024	9.193473	1.234964
DMSO	1	696.0477017985924	1292.4164566860718	NF0014	G9	2	ZS060	11.076424	3.402529
DMSO	1	1046.2763094666027	544.8129104597149	NF0014	F9	1	ZS014	10.6194	1.2065104
Fimepinostat	1	598.2201834862385	773.8990825688073	NF0014	D5	2	ZS016	10.6632595	-0.17558703
DMSO	1	626.3684539627951	982.8514928872909	NF0014	C4	1	ZS044	14.11955	2.3733277
Selumetinib	10	534.6645817044566	233.29710711493354	NF0014	F11	1	ZS056	13.006573	0.15932956
Trametinib	10	766.2666666666667	770.092	NF0014	E10	1	ZS010	10.074369	-0.1931343
Digoxin	1	1286.6531791907514	1052.936416184971	NF0014	E2	2	ZS016	10.78279	5.277507
Ketotifen	1	501.0550902061856	291.63273195876286	NF0014	C7	1	ZS024	11.515213	2.0027702
Cabozantinib	1	747.1157894736842	697.2578947368421	NF0014	E7	1	ZS012	9.375215	0.64644146
DMSO	1	567.7487516745829	1112.820606503471	NF0014	F4	3	ZS042	11.350072	3.663603
Cabozantinib	1	626.3208894090111	664.4545348156817	NF0014	D7	1	ZS046	12.944333	3.4934483
DMSO	1	544.9733421095935	361.4423235148922	NF0014	E4	1	ZS048	12.85949	0.9243477
Everolimus	1	836.8830548926014	1269.310696463441	NF0014	G4	2	ZS036	10.087808	2.3484287
Trametinib	1	815.5389514943655	231.2626163645272	NF0014	D10	2	ZS042	13.067374	-0.24243207
Fimepinostat	1	592.8818897637796	760.9448818897638	NF0014	D5	2	ZS016	12.058874	-1.0848428
DMSO	1	992.2133103843947	918.9488238668962	NF0014	D4	1	ZS058	11.34648	2.2546213
DMSO	1	910.6998003422704	1107.0115516257845	NF0014	F9	2	ZS046	12.529366	2.2724433
Staurosporine	10	341.9375	684.7083333333334	NF0014	C11	1	ZS030	11.399838	-1.0062122
Copanlisib	1	855.5770934402025	485.93313646909934	NF0014	D3	2	ZS014	10.632393	1.4546272
Selumetinib	1	502.88449531737774	182.60145681581685	NF0014	D11	1	ZS048	8.02143	3.5535777
Fimepinostat	1	509.070385126162	820.4262948207171	NF0014	D5	2	ZS016	9.852459	-0.7247257
Staurosporine	10	918.8918095238096	513.7833650793651	NF0014	C2	2	ZS006	7.9076133	4.110353
Selumetinib	10	575.9524705882353	127.99105882352941	NF0014	F11	1	ZS056	12.927855	0.15539737
Imatinib	1	991.4805793285055	798.807548825982	NF0014	C6	2	ZS054	13.863025	1.6876708
Ketotifen	1	294.63514599517816	917.2732386820252	NF0014	C7	1	ZS024	12.474338	1.5353105
Copanlisib	1	808.365	746.845	NF0014	D3	2	ZS014	11.985276	-1.0342296
Digoxin	1	502.44776119402985	385.6865671641791	NF0014	D2	1	ZS026	12.105289	-1.3857348
Fimepinostat	1	1083.7033898305085	1123.4237288135594	NF0014	D5	2	ZS016	11.743526	-0.37085575
DMSO	1	759.1083467094703	433.2062600321027	NF0014	F4	2	ZS060	12.769449	-0.048562437
Selumetinib	1	466.10837606837606	252.73606837606837	NF0014	D11	1	ZS048	7.939593	3.7411804
Copanlisib	1	646.1910743801653	1108.6277685950413	NF0014	D3	1	ZS022	9.224496	1.8050628
DMSO	1	489.579662937261	482.54255771137235	NF0014	E9	1	ZS038	11.832714	2.7251248
Linsitinib	1	760.5740844282918	803.4113782499301	NF0014	G3	2	ZS038	12.814692	2.6279528
Fimepinostat	1	684.223113964687	673.9422150882825	NF0014	D5	2	ZS016	11.399184	0.31612927
Everolimus	1	894.2635042500685	881.9923224568138	NF0014	C5	1	ZS052	12.660869	1.7863882
Staurosporine	10	972.891694490818	759.7472871452421	NF0014	G11	1	ZS018	9.928881	3.1369393
Digoxin	1	866.5604575163399	586.7140522875817	NF0014	D2	2	ZS014	11.1055355	4.7273903
Binimetinib	10	1138.0377267230956	1353.7617896009674	NF0014	C8	1	ZS026	11.311994	4.2791996
DMSO	1	1021.2250265111347	563.1240721102863	NF0014	C4	2	ZS032	11.278959	2.275418
Staurosporine	10	686.7643312101911	540.135881104034	NF0014	C11	2	ZS024	9.745716	-0.57308215
DMSO	1	587.6042765636774	273.8251695553881	NF0014	C4	2	ZS032	11.719497	4.013117
Fimepinostat	1	937.230534351145	784.1633587786259	NF0014	D5	2	ZS016	10.218081	0.697938
Selumetinib	10	1145.575569358178	550.1635610766045	NF0014	E11	2	ZS026	9.865776	-0.15485474
Mirdametinib	1	944.3644646924829	876.4317894203999	NF0014	F8	2	ZS046	10.716385	3.5211053
Digoxin	1	768.8162162162162	388.4432432432432	NF0014	E2	1	ZS024	11.376429	-0.6705708
Nilotinib	1	1024.6463069567762	609.4155527368524	NF0014	F6	1	ZS044	13.317652	2.1470952
Staurosporine	10	791.9301075268817	747.1290322580645	NF0014	G11	2	ZS014	8.634168	-0.1418188
Selumetinib	1	585.2351586489253	824.9974411463664	NF0014	G10	1	ZS054	8.768495	-0.7824742
Digoxin	1	829.530303030303	797.2878787878788	NF0014	D2	2	ZS014	11.484496	-0.9563159
DMSO	1	806.7936802973977	1395.4948884758364	NF0014	F9	2	ZS046	10.425707	0.76110643
Digoxin	1	998.8381088825215	813.1303724928367	NF0014	D2	1	ZS026	9.445219	-0.9472505
Fimepinostat	1	701.1553228621292	839.60907504363	NF0014	D5	2	ZS016	11.05756	2.1947942
Digoxin	1	982.6587677725119	875.6255924170616	NF0014	D2	1	ZS026	11.508129	-0.17939
Selumetinib	10	1037.6680838141513	790.9098086850896	NF0014	E11	1	ZS024	9.695389	0.2935254
DMSO	1	966.9221539780032	1156.895157834595	NF0014	C4	1	ZS044	11.796619	2.3005662
Trametinib	10	767.5061980830671	607.6796166134185	NF0014	F10	2	ZS046	11.140559	3.9953134
Binimetinib	1	1124.141447368421	1007.8174342105264	NF0014	G7	2	ZS016	12.773262	4.179066
Selumetinib	1	926.9723557692307	652.356193438914	NF0014	D11	2	ZS060	11.31446	3.07258
Selumetinib	1	1076.2522793092353	772.2931459830527	NF0014	G10	3	ZS038	10.358726	3.453952
Linsitinib	1	481.3388888888889	1301.7777777777778	NF0014	G3	1	ZS044	10.059305	0.15531987
DMSO	1	1100.7147007553747	985.5352992446252	NF0014	G9	1	ZS048	10.929969	2.576407
DMSO	1	1173.0612469101895	427.1043669321615	NF0014	F9	2	ZS046	12.458177	2.7858515
DMSO	1	998.6675780839205	435.1774108739089	NF0014	D9	1	ZS048	11.9000845	2.5959346
Mirdametinib	1	725.9783037475345	730.3639053254437	NF0014	F8	2	ZS046	14.259269	2.9933207
Trametinib	10	876.5490553529996	685.9189592310242	NF0014	F10	1	ZS048	7.968851	3.5355587
DMSO	1	956.1772428884026	832.0487235594456	NF0014	E4	2	ZS038	12.722186	1.0951029
Trametinib	10	686.1937984496124	645.6434108527131	NF0014	F10	1	ZS048	8.068489	3.540616
Fimepinostat	1	896.9517766497462	935.6751269035533	NF0014	D5	2	ZS016	11.478618	-0.34865525
Mirdametinib	1	656.9456484930579	1345.282255333559	NF0014	E8	2	ZS064	11.069653	1.6671449
Copanlisib	1	777.1960132890365	974.6345514950166	NF0014	D3	1	ZS022	8.80262	-0.3522824
Onalespib	1	714.655935828877	789.9970053475936	NF0014	F2	2	ZS014	10.530451	1.218908
Mirdametinib	1	258.66	838.4	NF0014	F8	1	ZS022	10.6619625	5.1678185
Selumetinib	1	1171.7619047619048	858.0895238095238	NF0014	D11	1	ZS048	9.778663	3.3047593
Nilotinib	1	644.2083476272155	379.58227558604915	NF0014	E6	1	ZS054	13.799622	2.1404738
Selumetinib	1	703.9945085118067	1068.6128500823722	NF0014	G10	2	ZS038	10.705478	1.3134471
DMSO	1	693.1290322580645	858.0483870967741	NF0014	G9	1	ZS048	12.562916	2.653945
Ketotifen	1	685.5259026687598	900.0816326530612	NF0014	G6	1	ZS018	10.189298	1.6975871
Mirdametinib	1	1126.7456849063533	705.3699045170767	NF0014	E8	2	ZS064	10.907199	2.5678895
Nilotinib	1	827.9110743801652	543.3292561983471	NF0014	F6	2	ZS060	11.636219	2.973138
Ketotifen	1	848.4173913043478	214.62608695652173	NF0014	G6	2	ZS024	10.504078	-0.97282743
Trametinib	1	942.1136522753792	1029.2749124854142	NF0014	C10	1	ZS044	10.615774	2.2161453
DMSO	1	1270.4140268543867	1125.11576065702	NF0014	E4	1	ZS048	13.018491	0.09031792
Mirdametinib	10	564.702379543033	604.0100627441695	NF0014	C9	2	ZS030	10.547486	5.2806826
Digoxin	1	763.381755866069	438.68178223042446	NF0014	E2	1	ZS024	10.219261	1.5743653
Nilotinib	1	1068.4663435648897	653.7461497038233	NF0014	F6	2	ZS060	11.247143	3.0897338
Imatinib	1	740.2753623188406	731.2550724637681	NF0014	C6	2	ZS054	12.77814	2.211092
Ketotifen	1	858.3882352941176	210.64705882352942	NF0014	G6	2	ZS024	10.404348	-0.90272695
Selumetinib	10	887.4587492660012	1001.1495889606576	NF0014	F11	1	ZS056	11.668516	2.3767128
DMSO	1	748.5058604917095	263.0824757004002	NF0014	D4	1	ZS058	12.168013	2.4576962
DMSO	1	388.0062836624776	1116.923698384201	NF0014	F4	3	ZS042	13.489721	1.6984105
Nilotinib	1	734.9834220221039	412.442795742939	NF0014	E6	1	ZS054	13.579229	2.7657394
DMSO	1	705.4990500863557	695.0517271157167	NF0014	D9	3	ZS050	10.8410635	3.339517
Selumetinib	1	941.7650273224044	233.18214936247722	NF0014	D11	2	ZS060	14.087918	3.0119524
DMSO	1	389.143832781457	311.3036009933775	NF0014	C4	2	ZS032	11.010244	2.801517
Ketotifen	1	875.6110612855008	475.29028400597906	NF0014	C7	1	ZS024	12.959183	3.1798449
Selumetinib	1	1244.4126685481342	589.5283788021324	NF0014	G10	2	ZS038	12.835387	-0.045794703
Mirdametinib	10	749.983353280383	1028.2078119899902	NF0014	C9	2	ZS030	10.348712	4.95532
Mirdametinib	1	534.5420168067227	1441.7016806722688	NF0014	F8	1	ZS022	11.133087	-0.23809053
Staurosporine	10	650.4021739130435	620.75	NF0014	C11	2	ZS024	11.390324	-1.040683
Mirdametinib	1	643.9852147383243	1423.7636704998827	NF0014	E8	2	ZS064	10.173125	1.2665527
Digoxin	1	951.9149888143177	751.2639821029082	NF0014	D2	2	ZS014	9.718933	0.08386481
Trametinib	1	361.9661721068249	793.7050445103857	NF0014	D10	2	ZS042	10.074529	1.0290606
Digoxin	1	519.7941176470588	379.46078431372547	NF0014	D2	1	ZS026	10.623286	-0.7663925
Mirdametinib	10	690.0142468049445	753.1751518960822	NF0014	G8	1	ZS040	12.97143	3.187135
DMSO	1	1139.5392857142858	913.175	NF0014	F9	1	ZS014	8.645455	1.5845972
Selumetinib	10	1074.989010989011	829.3615907901623	NF0014	E11	1	ZS024	10.097744	2.692606
Copanlisib	1	1191.6871222687123	1171.0330079033008	NF0014	D3	1	ZS022	9.406169	-0.75605804
Cabozantinib	1	551.5240065187414	736.8597216998871	NF0014	D7	1	ZS046	13.852569	1.6378143
Onalespib	1	696.308803935636	463.05421748488266	NF0014	F2	2	ZS014	9.498281	1.5170788
Everolimus	1	601.3510638297872	676.0060556464812	NF0014	G4	2	ZS036	10.198985	1.2218443
Ketotifen	1	1060.9208132691278	1217.0973782771537	NF0014	G6	1	ZS018	8.982787	0.4811151
Staurosporine	10	953.9997189432265	848.1031478358628	NF0014	C2	2	ZS006	7.9803143	3.9932725
DMSO	1	808.9617834394904	823.7579617834394	NF0014	F9	2	ZS046	11.604441	0.19977067
Mirdametinib	1	472.5705433746425	1346.2116301239275	NF0014	F8	1	ZS022	8.776715	0.97122
Trametinib	10	921.6613917190548	321.3225666594407	NF0014	F10	2	ZS046	13.805162	1.8418492
DMSO	1	835.0129812981298	564.6840484048405	NF0014	D9	1	ZS048	10.89496	3.0581653
DMSO	1	1086.7117599785695	434.0625502276989	NF0014	F9	2	ZS046	11.996512	2.673027
DMSO	1	602.6319272125724	509.7616211745244	NF0014	C4	2	ZS032	13.55252	1.9742098
DMSO	1	808.033041301627	955.2590738423029	NF0014	G9	2	ZS060	11.430785	3.973476
DMSO	1	785.934827531394	180.76633285646162	NF0014	D4	1	ZS058	11.4261875	2.222898
Trametinib	10	801.2511650329424	251.17724570143017	NF0014	F10	2	ZS046	13.501179	1.7406877
Selumetinib	10	1342.0505279890997	851.8623821959804	NF0014	F11	1	ZS056	10.959858	2.2935998
Nilotinib	1	1018.9254457050243	368.09238249594813	NF0014	F6	2	ZS060	10.931255	2.4295385
Ketotifen	1	1036.2122507122508	194.90776353276354	NF0014	C7	1	ZS024	12.991884	-0.64946413
Mirdametinib	1	798.2343297974928	736.7627772420443	NF0014	E8	1	ZS030	9.422808	0.99167204
Fimepinostat	1	1204.963503649635	1024.2189781021898	NF0014	D5	2	ZS016	12.850456	-1.1128874
DMSO	1	717.5122529644269	145.84031620553358	NF0014	E4	1	ZS048	12.820274	0.43548942
Copanlisib	1	744.0674813058545	996.9272296188218	NF0014	D3	1	ZS022	8.624156	1.5170364
DMSO	1	698.6590326288797	801.4943850030949	NF0014	C4	2	ZS032	11.75091	2.5060408
Mirdametinib	1	693.8552082014935	817.9186178964688	NF0014	F8	2	ZS046	14.197681	1.4899008
Copanlisib	1	429.54185022026434	612.7783802100982	NF0014	D3	2	ZS014	13.162626	-0.48504996
Trametinib	1	961.6913272780545	299.8173161441547	NF0014	D10	1	ZS016	9.57506	2.3886514
Selumetinib	1	863.5829373411427	968.2478726931153	NF0014	G10	2	ZS038	11.6263275	2.135614
Selumetinib	1	1150.7653305926688	426.5070229530661	NF0014	D11	2	ZS060	11.486923	3.2368274
Ketotifen	1	863.8146291655064	1066.485008818342	NF0014	C7	1	ZS024	12.194122	1.6630939
Copanlisib	1	356.505133846718	528.8901723505684	NF0014	E3	1	ZS028	10.822346	1.806035
DMSO	1	847.0550443906376	641.798385794996	NF0014	D4	2	ZS016	12.63762	3.7515137
Binimetinib	10	471.0487258953168	534.290805785124	NF0014	C8	1	ZS026	10.753123	4.0846214
Mirdametinib	1	360.878300330033	778.1186056105611	NF0014	F8	1	ZS022	9.987855	1.8317623
Imatinib	1	1165.510775862069	424.12015086206895	NF0014	C6	1	ZS034	10.347578	1.631129
